longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
-1.3328265288008536,1.0385026859502022,1.8561815225324745,-0.5357458858226144,-0.8297321711490245,-0.8207773518723147,-0.8436369170562416,1.7826994032844994,352100.0,0.0,0.0,1.0,0.0
-1.3378178359708683,1.0385026859502022,1.8561815225324745,-0.6242145905667101,-0.7223992927856727,-0.766028057568403,-0.7337814397679453,0.9329675088245888,341300.0,0.0,0.0,1.0,0.0
-1.3378178359708683,1.0385026859502022,1.8561815225324745,-0.4624039544285455,-0.6150664144223209,-0.7598466856308645,-0.6291571756838535,-0.012880995886439435,342200.0,0.0,0.0,1.0,0.0
-1.3378178359708683,1.0385026859502022,1.8561815225324745,-0.7869420008473006,-0.774873144429978,-0.8940707619888416,-0.8017872114226049,0.08744663781489194,269700.0,0.0,0.0,1.0,0.0
-1.3378178359708683,1.033820820254708,1.8561815225324745,-0.046188493767204096,-0.11656482380142012,-0.292711577779747,0.037822507852231305,-0.11136630682830236,299200.0,0.0,0.0,1.0,0.0
-1.3378178359708683,1.033820820254708,1.8561815225324745,0.21463374975295366,0.35569984099732793,-0.2370792303419012,0.38569818593183636,-0.39513664957954914,241400.0,0.0,0.0,1.0,0.0
-1.3428091431408828,1.033820820254708,1.0616007367561409,-0.03702075234294548,0.3032259893530226,-0.1938096267791323,0.24968664262251708,-0.9423591469347639,226700.0,0.0,0.0,1.0,0.0
-1.3378178359708683,1.033820820254708,1.8561815225324745,0.41861599644270797,0.403403342492151,0.1108437044281183,0.56094382827269,-0.0944695752343217,261100.0,0.0,0.0,1.0,0.0
-1.3428091431408828,1.0385026859502022,1.8561815225324745,-0.19883138848111012,-0.24774945291218348,-0.45519335442361397,-0.2551254315832256,-0.35139464349045885,281500.0,0.0,0.0,1.0,0.0
-1.3428091431408828,1.0385026859502022,1.8561815225324745,0.3975301911669131,0.5107362208555027,0.0693402071332175,0.6132559603147358,-0.31591677092241194,241800.0,0.0,0.0,1.0,0.0
-1.3428091431408828,1.0385026859502022,1.8561815225324745,-0.06635752490057306,-0.1523424499225374,-0.2891793652440107,-0.0824953958444742,-0.41882365648699876,213500.0,0.0,0.0,1.0,0.0
-1.3428091431408828,1.033820820254708,1.8561815225324745,-0.8891623177277842,-0.8273469960742834,-0.9541183750963577,-0.8514837368625485,-0.6301117581014498,191300.0,0.0,0.0,1.0,0.0
-1.3428091431408828,1.0385026859502022,1.8561815225324745,0.003317309923792452,0.21020416143811765,-0.18851130797552793,0.3150768076750744,-1.028527214284753,159200.0,0.0,0.0,1.0,0.0
-1.3428091431408828,1.0385026859502022,1.6972653653772076,-0.6948061995335015,-0.6079108891980974,-0.6432836719515687,-0.6160791426733421,-0.9188826911998249,140000.0,0.0,0.0,1.0,0.0
-1.3478004503108902,1.0385026859502022,1.8561815225324745,-0.30701073728736183,-0.4552596844146637,-0.5585105710938989,-0.4408335003324884,-0.5767370358699966,152500.0,0.0,0.0,1.0,0.0
-1.3478004503108902,1.0385026859502022,1.8561815225324745,-0.645300395842505,-0.5840591384506859,-0.6865532755143376,-0.5140704851913526,-0.9214093052699528,155500.0,0.0,0.0,1.0,0.0
-1.3428091431408828,1.033820820254708,1.6972653653772076,-0.1818710668462317,-0.19766077634261928,-0.3845491037088892,-0.21066011934748657,-0.9893646961977695,158700.0,0.0,0.0,1.0,0.0
-1.3478004503108902,1.033820820254708,1.8561815225324745,-0.519243951258949,-0.5721332630769801,-0.6494650438891071,-0.5873074700502169,-0.6671161266701989,162900.0,0.0,0.0,1.0,0.0
-1.3478004503108902,1.0385026859502022,0.9026845796008742,-0.863951028811073,-0.8440432215974715,-0.8976029745245778,-0.8724085896793669,-1.3227198400752775,147500.0,0.0,0.0,1.0,0.0
-1.3478004503108902,1.0385026859502022,1.0616007367561409,-0.4569033095739903,-0.40755618291984064,-0.4384153448788668,-0.34928726925890813,-1.1354872099201703,159800.0,0.0,0.0,1.0,0.0
-1.3478004503108902,1.033820820254708,1.8561815225324745,-0.09156881381728427,0.007464280085119763,-0.3624727753605377,-0.05633932982345126,-1.1294338637104884,113900.0,0.0,0.0,1.0,0.0
-1.3478004503108902,1.033820820254708,1.8561815225324745,-0.4344423430845567,-0.4791114351620752,-0.5055273830578554,-0.4565271399451022,-0.8896160782208427,99700.0,0.0,0.0,1.0,0.0
-1.3478004503108902,1.033820820254708,1.8561815225324745,-0.18874687291442566,-0.24059392768796004,-0.3704202535659442,-0.2028132995411797,-0.6688531738434118,132600.0,0.0,0.0,1.0,0.0
-1.352791757480905,1.0385026859502022,0.9821426581785077,-0.9629626361930661,-0.9895389011566816,-0.9788438628465114,-0.9953420999781746,-0.7721285239598924,107500.0,0.0,0.0,1.0,0.0
-1.352791757480905,1.0385026859502022,1.6178072867995743,-0.6902223288213722,-0.7009327171130023,-0.722758454005634,-0.6814693077258994,-0.742703997601527,93800.0,0.0,0.0,1.0,0.0
-1.352791757480905,1.0385026859502022,1.8561815225324745,-0.33818105812984117,-0.27875672888381847,-0.2856471527082745,-0.268203464593737,-1.085744495414526,105500.0,0.0,0.0,1.0,0.0
-1.352791757480905,1.033820820254708,1.6972653653772076,-0.25383783702666185,-0.10940929857719667,-0.26003861182418675,-0.06941736283396273,-1.1729126808339403,108900.0,0.0,0.0,1.0,0.0
-1.352791757480905,1.033820820254708,1.8561815225324745,-0.8740355443777575,-0.9012874233912591,-0.9099657183996547,-0.901180262302492,-1.1491730361333632,132000.0,0.0,0.0,1.0,0.0
-1.352791757480905,1.033820820254708,1.6178072867995743,-0.3299300908480084,-0.2167421769405485,-0.49669685171851474,-0.31789999003368064,-1.0228949704200927,122300.0,0.0,0.0,1.0,0.0
-1.352791757480905,1.033820820254708,1.8561815225324745,-0.22129235497054375,-0.13564622439934934,-0.22736564586862656,-0.1531167741012361,-1.0049454829635587,115200.0,0.0,0.0,1.0,0.0
-1.3478004503108902,1.033820820254708,1.538349208221941,-0.3271797684207308,-0.3073788297807123,-0.35275919088726304,-0.43037107392407925,-1.0915872904516968,110400.0,0.0,0.0,1.0,0.0
-1.3478004503108902,1.0291389545592105,1.6178072867995743,-0.4495691164345834,-0.4099413579945818,-0.5929496433173272,-0.44606471353669297,-1.313666139657319,104900.0,0.0,0.0,1.0,0.0
-1.3478004503108902,1.0291389545592105,1.7767234439548412,0.013401825490476934,0.08617505755157777,-0.14789086381456118,0.09536585309848176,-0.6002661293980631,109700.0,0.0,0.0,1.0,0.0
-1.3478004503108902,1.0291389545592105,1.6178072867995743,-0.6512594277682731,-0.6102960642728386,-0.7554314199611942,-0.6160791426733421,-1.2551855514924823,97200.0,0.0,0.0,1.0,0.0
-1.3478004503108902,1.0291389545592105,1.538349208221941,-0.3840197652511343,-0.25251980306166577,-0.3871982631106914,-0.3283624164420898,-1.459893928965975,104500.0,0.0,0.0,1.0,0.0
-1.352791757480905,1.0291389545592105,1.8561815225324745,-0.5155768546892455,-0.35269715620079417,-0.4631408326290205,-0.2525098249811233,-1.2950849986832529,103900.0,0.0,0.0,1.0,0.0
-1.3428091431408828,1.0291389545592105,1.8561815225324745,-0.5343707246089756,-0.4958076606852633,-0.6503480970230412,-0.49837684557873885,-0.205640594319952,191400.0,0.0,0.0,1.0,0.0
-1.3428091431408828,1.0291389545592105,1.8561815225324745,-0.093402362102136,0.42248474309008016,-0.04280754087640808,0.5138629094348487,-0.6742222287424339,176000.0,0.0,0.0,1.0,0.0
-1.3428091431408828,1.0291389545592105,1.8561815225324745,-0.44498524572245407,-0.28352707903330077,-0.4234034416019878,-0.2734346777979416,-0.9332001709305501,155400.0,0.0,0.0,1.0,0.0
-1.3428091431408828,1.0291389545592105,1.7767234439548412,-0.7791494206366808,-0.5411259871053451,-0.8022332360596994,-0.6553132417048765,-1.3609348778859633,150000.0,0.0,0.0,1.0,0.0
-1.3428091431408828,1.033820820254708,1.6178072867995743,-0.8813697375171644,-0.8011100702521307,-0.8508011584260727,-0.8122496378310141,-1.4978984156041497,118800.0,0.0,0.0,1.0,0.0
-1.3428091431408828,1.033820820254708,1.8561815225324745,-0.7727320016396998,-0.8011100702521307,-0.8463858927564024,-0.7887091784120934,0.04928423779733404,188800.0,0.0,0.0,1.0,0.0
-1.3428091431408828,1.0291389545592105,1.8561815225324745,-0.5467471755317248,-0.5411259871053451,-0.6759566379071289,-0.5428421578144779,-0.45172227719179,184400.0,0.0,0.0,1.0,0.0
-1.3428091431408828,1.0291389545592105,1.8561815225324745,-0.4491107293633705,-0.2811419039585596,-0.6247395561389534,-0.3074375636252714,-0.6284273487213644,182300.0,0.0,0.0,1.0,0.0
-1.3428091431408828,1.0291389545592105,1.6972653653772076,-0.6925142641774369,-0.5148890612831925,-0.7148109758002275,-0.5114548785892503,-0.9709941063962142,142500.0,0.0,0.0,1.0,0.0
-1.3478004503108902,1.0244570888637163,1.1410588153337744,-0.7466039385805627,-0.538740812030604,-0.766028057568403,-0.6448508152964673,-1.1242753599839772,137500.0,0.0,0.0,1.0,0.0
-1.3428091431408828,1.0244570888637163,0.9026845796008742,-0.9221661868551153,-0.8178062957753187,-0.885240230649501,-0.8881022292919806,-1.5370609336911332,187500.0,0.0,0.0,1.0,0.0
-1.3478004503108902,1.0244570888637163,0.9026845796008742,-0.7745655499245515,-0.3884747823219114,-0.6406345125497664,-0.38590576168834023,-1.1031149671466556,112500.0,0.0,0.0,1.0,0.0
-1.3478004503108902,1.0244570888637163,-0.6070189133741593,-0.7974849034851981,-0.2024311264921016,-0.6097276528620744,-0.160963593907543,-1.552220618111901,171900.0,0.0,0.0,1.0,0.0
-1.3478004503108902,1.0244570888637163,1.1410588153337744,-0.3519326702662291,-0.19527560126787813,-0.32185233119957096,-0.2420473985727141,-1.2455001975569917,93800.0,0.0,0.0,1.0,0.0
-1.3478004503108902,1.0244570888637163,0.9821426581785077,0.2682650370848666,0.7516389034043591,0.47112938307321467,0.5766374678853038,-1.4527351891006124,97500.0,0.0,0.0,1.0,0.0
-1.3478004503108902,1.0244570888637163,1.8561815225324745,-0.4610287932149067,-0.19527560126787813,-0.2326639646722309,-0.26035664478743015,-1.3807793258950931,104200.0,0.0,0.0,1.0,0.0
-1.352791757480905,1.0244570888637163,1.8561815225324745,-0.671886845972855,-0.7223992927856727,-0.6397514594158324,-0.6971629473385131,-1.1900726013935596,87500.0,0.0,0.0,1.0,0.0
-1.352791757480905,1.0244570888637163,1.8561815225324745,-0.7750239369957644,-0.7033178921877434,-0.7501331011575899,-0.7311658331658429,-1.2945586207519766,83100.0,0.0,0.0,1.0,0.0
-1.352791757480905,1.0244570888637163,1.8561815225324745,-0.6407165251303757,-0.5959850138243916,-0.7095126569966231,-0.6291571756838535,-1.2448685440394598,87500.0,0.0,0.0,1.0,0.0
